League,Home,Away,INC,Round,Date,Time,H_Score,A_Score,HT_H_Score,HT_A_Score,WIN,H_BET,X_BET,A_BET,WIN_BET,OVER_2.5,OVER_3.5,H_15,A_15,H_45_50,A_45_50,H_90,A_90,H_Missing_Players,A_Missing_Players,Missing_Players,H_Ball_Possession,A_Ball_Possession,H_Goal_Attempts,A_Goal_Attempts,H_Shots_on_Goal,A_Shots_on_Goal,H_Attacks,A_Attacks,H_Dangerous_Attacks,A_Dangerous_Attacks,H_Shots_off_Goal,A_Shots_off_Goal,H_Blocked_Shots,A_Blocked_Shots,H_Free_Kicks,A_Free_Kicks,H_Corner_Kicks,A_Corner_Kicks,H_Offsides,A_Offsides,H_Throw_in,A_Throw_in,H_Goalkeeper_Saves,A_Goalkeeper_Saves,H_Fouls,A_Fouls,H_Yellow_Cards,A_Yellow_Cards,Game Link,Year
premier-league,West Ham,Brentford,"[""20' Goal_Away - Mbeumo B."", ""35' Yellow_Home - Zouma K.(Podcięcie)"", ""69' Yellow_Away - Norgaard C.(Przytrzymywanie)"", ""80' Goal_Home - Bowen J.(Soucek T.)"", ""84' Yellow_Away - Canos S.(Podcięcie)"", ""85' Yellow_Away - Jorgensen M.(Nadmierna ostrość)"", ""90+2' Yellow_Home - Rice D.(Podcięcie)"", ""90+4' Goal_Away - Wissa Y.""]",7,2021-10-03,15:00,1.0,2.0,0.0,1.0,Away,1.82,3.57,5.1,5.1,True,False,False,False,False,False,False,True,1.0,2.0,-1.0,60%,40%,18.0,13.0,5.0,6.0,121.0,83.0,71.0,31.0,6.0,3.0,7.0,4.0,11.0,14.0,10.0,6.0,2.0,1.0,16.0,20.0,4.0,4.0,16.0,13.0,2.0,3.0,https://www.flashscore.com/match/CSkL5lcO/#/match-summary/match-summary,2021
premier-league,Brighton,Arsenal,"[""74' Yellow_Home - Maupay N.(Podcięcie)"", ""82' Yellow_Home - Veltman J.(Nadmierna ostrość)"", ""90+1' Yellow_Away - Partey T.(Nadmierna ostrość)""]",7,2021-10-02,18:30,0.0,0.0,0.0,0.0,Draw,3.3,3.35,2.36,3.35,False,False,False,False,False,False,False,False,,,,58%,42%,21.0,8.0,2.0,2.0,115.0,84.0,54.0,41.0,12.0,5.0,7.0,1.0,5.0,9.0,8.0,5.0,1.0,1.0,19.0,17.0,2.0,2.0,8.0,5.0,2.0,1.0,https://www.flashscore.com/match/hIJPGE5P/#/match-summary/match-summary,2021
premier-league,Burnley,Norwich,"[""11' Yellow_Home - Tarkowski J.(Przytrzymywanie)"", ""24' Yellow_Home - Wood Ch.(Faul)"", ""25' Yellow_Home - Lowton M.(Niesportowe zachowanie)"", ""27' Yellow_Away - Normann M.(Faul)"", ""33' Yellow_Home - Brownhill J.(Podcięcie)"", ""49' Yellow_Home - Rodriguez J.(Podcięcie)"", ""74' Yellow_Away - Aarons M. J.(Podcięcie)""]",7,2021-10-02,16:00,0.0,0.0,0.0,0.0,Draw,2.0,3.6,4.05,3.6,False,False,False,False,False,False,False,False,3.0,4.0,-1.0,56%,44%,14.0,11.0,4.0,2.0,137.0,71.0,81.0,48.0,3.0,3.0,7.0,6.0,3.0,12.0,9.0,5.0,2.0,1.0,26.0,16.0,2.0,4.0,13.0,3.0,5.0,2.0,https://www.flashscore.com/match/fR5iCYDt/#/match-summary/match-summary,2021
premier-league,Chelsea,Southampton,"[""09' Goal_Home - Chalobah T.(Loftus-Cheek R.)"", ""34' Yellow_Away - Romeu O.(Podcięcie)"", ""41' Var_Home"", ""44' Yellow_Home - Tuchel T.(Poza boiskiem)"", ""55' Yellow_Home - Silva T.(Podcięcie)"", ""61' Goal_Away - Ward-Prowse J.(Penalty )"", ""77' Red_Card_Away - Ward-Prowse J.(Podcięcie)"", ""84' Goal_Home - Werner T.(Azpilicueta C.)"", ""89' Goal_Home - Chilwell B."", ""90+1' Yellow_Away - Salisu M.(Podcięcie)"", ""90+5' Yellow_Away - Djenepo M.(Podcięcie)""]",7,2021-10-02,16:00,3.0,1.0,1.0,0.0,Home,1.46,4.85,7.4,1.46,True,True,True,False,False,False,False,False,3.0,3.0,0.0,62%,38%,20.0,6.0,9.0,2.0,117.0,110.0,45.0,32.0,6.0,3.0,5.0,1.0,11.0,12.0,7.0,2.0,1.0,0.0,31.0,17.0,1.0,6.0,11.0,13.0,1.0,3.0,https://www.flashscore.com/match/xjedBhTn/#/match-summary/match-summary,2021
premier-league,Leeds,Watford,"[""18' Goal_Home - Llorente D."", ""59' Yellow_Away - Kiko(Przytrzymywanie)"", ""65' Yellow_Away - Sarr I.(Nadmierna ostrość)"", ""90' Yellow_Away - Dennis E.(Niesportowe zachowanie)""]",7,2021-10-02,16:00,1.0,0.0,1.0,0.0,Home,1.82,3.9,4.55,1.82,False,False,False,False,False,False,False,False,4.0,1.0,3.0,67%,33%,20.0,5.0,4.0,1.0,121.0,77.0,69.0,29.0,10.0,2.0,6.0,2.0,14.0,10.0,6.0,3.0,0.0,0.0,21.0,24.0,1.0,3.0,10.0,16.0,0.0,3.0,https://www.flashscore.com/match/rmb49Wca/#/match-summary/match-summary,2021
premier-league,Wolves,Newcastle,"[""20' Goal_Home - Hwang Hee-Chan(Jimenez R.)"", ""41' Goal_Away - Hendrick J.(Manquillo J.)"", ""44' Yellow_Home - Lage B.(Poza boiskiem)"", ""56' Yellow_Away - Clark C.(Podcięcie)"", ""58' Goal_Home - Hwang Hee-Chan(Jimenez R.)"", ""60' Yellow_Away - Manquillo J.""]",7,2021-10-02,16:00,2.0,1.0,1.0,1.0,Home,1.72,4.0,5.1,1.72,True,False,False,False,False,False,False,False,4.0,6.0,-2.0,52%,48%,7.0,8.0,3.0,2.0,86.0,134.0,30.0,52.0,3.0,3.0,1.0,3.0,6.0,15.0,0.0,4.0,2.0,1.0,23.0,27.0,1.0,1.0,15.0,5.0,0.0,2.0,https://www.flashscore.com/match/QVgP48CU/#/match-summary/match-summary,2021
premier-league,Manchester Utd,Everton,"[""34' Yellow_Home - Greenwood M.(Nadmierna ostrość)"", ""43' Goal_Home - Martial A.(Fernandes B.)"", ""65' Goal_Away - Townsend A.(Doucoure A.)"", ""76' Yellow_Away - Doucoure A.(Podcięcie)"", ""85' Var_Away""]",7,2021-10-02,13:30,1.0,1.0,1.0,0.0,Draw,1.57,4.33,6.3,4.33,False,False,False,False,False,False,False,False,3.0,6.0,-3.0,71%,29%,13.0,12.0,6.0,2.0,154.0,73.0,96.0,32.0,6.0,6.0,1.0,4.0,12.0,11.0,10.0,1.0,2.0,2.0,32.0,15.0,1.0,5.0,10.0,9.0,1.0,1.0,https://www.flashscore.com/match/vFiD7ASB/#/match-summary/match-summary,2021
premier-league,Crystal Palace,Brighton,"[""28' Yellow_Away - Lallana A.(Nadmierna ostrość)"", ""45+2' Goal_Home - Zaha W.(Penalty )"", ""77' Yellow_Away - Cucurella M.(Podcięcie)"", ""81' Yellow_Away - Trossard L.(Nadmierna ostrość)"", ""84' Yellow_Home - Gallagher C.(Podcięcie)"", ""90+5' Goal_Away - Maupay N.(Veltman J.)"", ""90+6' Yellow_Away - Niesportowe zachowanieModer J.(Niesportowe zachowanie)"", ""90+7' Yellow_Away - Sanchez R.(Poza boiskiem, Niesportowe zachowanie)"", ""90+7' Yellow_Home - McArthur J.(Poza boiskiem, Niesportowe zachowanie)""]",6,2021-09-27,21:00,1.0,1.0,1.0,0.0,Draw,3.15,3.15,2.55,3.15,False,False,False,False,True,False,False,True,2.0,3.0,-1.0,47%,53%,8.0,8.0,3.0,4.0,116.0,108.0,58.0,38.0,2.0,2.0,3.0,2.0,9.0,13.0,6.0,5.0,1.0,0.0,22.0,14.0,3.0,2.0,12.0,10.0,2.0,5.0,https://www.flashscore.com/match/U93QcZbm/#/match-summary/match-summary,2021
premier-league,Arsenal,Tottenham,"[""12' Goal_Home - Smith Rowe E.(Saka B.)"", ""27' Goal_Home - Aubameyang P.(Smith Rowe E.)"", ""34' Goal_Home - Saka B."", ""67' Yellow_Away - Skipp O.(Podcięcie)"", ""79' Goal_Away - Son Heung-Min(Reguilon S.)"", ""89' Yellow_Home - Odegaard M.(Opóźnianie gry)"", ""90+1' Yellow_Home - Lokonga A.S.(Przytrzymywanie)""]",6,2021-09-26,17:30,3.0,1.0,3.0,0.0,Home,2.27,3.4,3.45,2.27,True,True,True,False,False,False,False,False,0.0,2.0,-2.0,47%,53%,12.0,10.0,7.0,4.0,99.0,115.0,37.0,31.0,4.0,5.0,1.0,1.0,17.0,14.0,4.0,4.0,2.0,4.0,13.0,27.0,3.0,4.0,12.0,13.0,2.0,1.0,https://www.flashscore.com/match/KzEj4yMJ/#/match-summary/match-summary,2021
premier-league,Southampton,Wolves,"[""61' Goal_Away - Jimenez R.(Jose Sa)""]",6,2021-09-26,15:00,0.0,1.0,0.0,0.0,Away,2.35,3.25,3.4,3.4,False,False,False,False,False,False,False,False,4.0,5.0,-1.0,57%,43%,18.0,5.0,6.0,3.0,119.0,96.0,64.0,36.0,5.0,0.0,7.0,2.0,6.0,15.0,5.0,5.0,3.0,1.0,22.0,19.0,2.0,6.0,12.0,8.0,,,https://www.flashscore.com/match/QBRwgBDI/#/match-summary/match-summary,2021
premier-league,Brentford,Liverpool,"[""27' Goal_Home - Pinnock E.(Toney I.)"", ""31' Goal_Away - Diogo Jota(Henderson J.)"", ""44' Yellow_Home - Onyeka F.(Przytrzymywanie)"", ""54' Goal_Away - Salah M.(Fabinho)"", ""63' Goal_Home - Janelt V."", ""67' Goal_Away - Jones C.(Robertson A.)"", ""70' Yellow_Away - Robertson A.(Podcięcie)"", ""82' Goal_Home - Wissa Y.""]",6,2021-09-25,18:30,3.0,3.0,1.0,1.0,Draw,6.7,4.5,1.53,4.5,True,True,False,False,False,False,False,False,2.0,4.0,-2.0,33%,67%,12.0,16.0,4.0,6.0,85.0,126.0,35.0,70.0,6.0,6.0,2.0,4.0,11.0,12.0,2.0,11.0,4.0,4.0,14.0,14.0,3.0,1.0,8.0,7.0,1.0,1.0,https://www.flashscore.com/match/YwIf3eyQ/#/match-summary/match-summary,2021
premier-league,Everton,Norwich,"[""29' Goal_Home - Townsend A.(Penalty )"", ""54' Yellow_Away - Kabak O.(Podcięcie)"", ""56' Yellow_Home - Digne L.(Faul)"", ""77' Goal_Home - Doucoure A.(Gray D.)"", ""80' Yellow_Away - Lees Melou P.(Podcięcie)"", ""84' Yellow_Away - Williams B.(Przytrzymywanie)"", ""90+2' Yellow_Home - Gordon A.(Przytrzymywanie)""]",6,2021-09-25,16:00,2.0,0.0,1.0,0.0,Home,1.73,3.8,5.4,1.73,False,False,False,False,False,False,False,False,6.0,4.0,2.0,47%,53%,11.0,10.0,4.0,2.0,110.0,92.0,48.0,44.0,3.0,5.0,4.0,3.0,9.0,11.0,6.0,4.0,1.0,0.0,22.0,25.0,2.0,2.0,12.0,9.0,2.0,3.0,https://www.flashscore.com/match/dWZMdgEg/#/match-summary/match-summary,2021
premier-league,Leeds,West Ham,"[""19' Goal_Home - Raphinha(Klich M.)"", ""20' Yellow_Home - Raphinha(Niesportowe zachowanie)"", ""28' Yellow_Away - Fornals P.(Przytrzymywanie)"", ""53' Var_Away"", ""55' Yellow_Away - Antonio M.(Uderzenie łokciem)"", ""67' Own_Away - Firpo J.()"", ""70' Yellow_Home - Meslier I.(Niesportowe zachowanie)"", ""81' Yellow_Home - Roberts T.(Podcięcie)"", ""90' Goal_Away - Antonio M.(Rice D.)""]",6,2021-09-25,16:00,1.0,2.0,1.0,0.0,Away,3.1,3.62,2.35,2.35,True,False,False,False,False,False,False,True,5.0,1.0,4.0,54%,46%,15.0,20.0,5.0,7.0,85.0,93.0,40.0,48.0,4.0,9.0,6.0,4.0,7.0,12.0,5.0,7.0,2.0,0.0,15.0,22.0,5.0,4.0,10.0,6.0,3.0,2.0,https://www.flashscore.com/match/zNYQeDTa/#/match-summary/match-summary,2021
premier-league,Leicester,Burnley,"[""05' Yellow_Home - Vestergaard J.(Podcięcie)"", ""12' Own_Away - Vardy J.()"", ""37' Goal_Home - Vardy J.(Tielemans Y.)"", ""40' Goal_Away - Cornet M.(Vydra M.)"", ""45+2' Yellow_Away - Cornet M.(Opóźnianie gry)"", ""60' Yellow_Away - Westwood A.(Faul)"", ""68' Yellow_Away - Gudmundsson J.(Podcięcie)"", ""77' Yellow_Home - Barnes H.(Faul)"", ""85' Goal_Home - Vardy J.(Iheanacho K.)"", ""90' Yellow_Away - Tarkowski J.(Podcięcie)"", ""90+5' Var_Away""]",6,2021-09-25,16:00,2.0,2.0,1.0,2.0,Draw,1.68,4.1,5.4,4.1,True,True,False,False,False,False,False,False,2.0,3.0,-1.0,67%,33%,22.0,9.0,5.0,3.0,99.0,99.0,75.0,39.0,6.0,4.0,11.0,2.0,11.0,11.0,8.0,3.0,1.0,4.0,26.0,18.0,1.0,3.0,10.0,8.0,2.0,4.0,https://www.flashscore.com/match/UqYUfXr6/#/match-summary/match-summary,2021
premier-league,Watford,Newcastle,"[""17' Yellow_Home - Dennis E.(Przytrzymywanie)"", ""18' Yellow_Away - Manquillo J.(Nadmierna ostrość)"", ""23' Goal_Away - Longstaff S.(Saint-Maximin A.)"", ""30' Yellow_Away - Ritchie M.(Przytrzymywanie)"", ""40' Yellow_Home - Troost-Ekong W.(Podcięcie)"", ""56' Yellow_Home - Rose D.(Podcięcie)"", ""69' Yellow_Home - Cathcart C.(Przytrzymywanie)"", ""72' Goal_Home - Sarr I.(King J.)"", ""87' Var_Home"", ""90+1' Yellow_Away - Darlow K.(Opóźnianie gry)""]",6,2021-09-25,16:00,1.0,1.0,0.0,1.0,Draw,2.15,3.52,3.6,3.52,False,False,False,False,False,False,False,False,1.0,6.0,-5.0,52%,48%,15.0,20.0,4.0,6.0,118.0,104.0,40.0,34.0,6.0,8.0,5.0,6.0,15.0,20.0,5.0,6.0,1.0,1.0,26.0,16.0,5.0,3.0,19.0,12.0,4.0,3.0,https://www.flashscore.com/match/42QshVSO/#/match-summary/match-summary,2021
premier-league,Chelsea,Manchester City,"[""53' Goal_Away - Jesus G.(Cancelo J.)"", ""65' Yellow_Away - Laporte A.(Przytrzymywanie)"", ""77' Yellow_Home - Alonso M.(Podcięcie)"", ""78' Yellow_Home - Christensen A.(Faul)"", ""84' Yellow_Home - Rudiger A.(Przytrzymywanie)"", ""90+6' Yellow_Away - Dias R.(Podcięcie)""]",6,2021-09-25,13:30,0.0,1.0,0.0,0.0,Away,2.9,3.22,2.7,2.7,False,False,False,False,False,False,False,False,2.0,3.0,-1.0,41%,59%,5.0,15.0,0.0,4.0,73.0,135.0,30.0,74.0,1.0,5.0,4.0,6.0,13.0,15.0,4.0,13.0,3.0,4.0,14.0,12.0,3.0,0.0,12.0,10.0,3.0,2.0,https://www.flashscore.com/match/jJ4MbFqs/#/match-summary/match-summary,2021
premier-league,Manchester Utd,Aston Villa,"[""29' Yellow_Home - Shaw L.(Przytrzymywanie)"", ""66' Yellow_Away - McGinn J.(Podcięcie)"", ""77' Yellow_Home - Fred(Faul)"", ""88' Goal_Away - Hause K.(Luiz D.)"", ""90' Yellow_Away - Cash M.(Przytrzymywanie)"", ""90+3' Penalty_Missed_Home -  Fernandes B.()""]",6,2021-09-25,13:30,0.0,1.0,0.0,0.0,Away,1.43,5.0,7.9,7.9,False,False,False,False,False,False,False,False,2.0,5.0,-3.0,59%,41%,28.0,7.0,4.0,3.0,91.0,95.0,57.0,42.0,11.0,3.0,13.0,1.0,14.0,11.0,5.0,5.0,2.0,3.0,27.0,25.0,2.0,4.0,9.0,13.0,2.0,2.0,https://www.flashscore.com/match/rmxZgibC/#/match-summary/match-summary,2021
premier-league,Tottenham,Chelsea,"[""49' Goal_Away - Silva T.(Alonso M.)"", ""57' Goal_Away - Kante N.(Kovacic M.)"", ""80' Yellow_Away - Werner T.(Podcięcie)"", ""90+2' Goal_Away - Rudiger A.(Werner T.)""]",5,2021-09-19,17:30,0.0,3.0,0.0,0.0,Away,5.5,3.75,1.73,1.73,True,False,False,False,False,True,False,True,4.0,2.0,2.0,47%,53%,8.0,20.0,2.0,10.0,109.0,112.0,30.0,64.0,4.0,3.0,2.0,7.0,15.0,4.0,5.0,11.0,0.0,1.0,16.0,16.0,7.0,2.0,4.0,15.0,0.0,1.0,https://www.flashscore.com/match/A5WasEE6/#/match-summary/match-summary,2021
premier-league,Brighton,Leicester,"[""20' Yellow_Home - Veltman J.(Nadmierna ostrość)"", ""35' Goal_Home - Maupay N.(Penalty )"", ""44' Yellow_Away - Ndidi W.(Podcięcie)"", ""50' Goal_Home - Welbeck D.(Trossard L.)"", ""61' Goal_Away - Vardy J.(Tielemans Y.)"", ""67' Var_Away"", ""86' Var_Away"", ""90+4' Yellow_Home - Sanchez R.(Opóźnianie gry)""]",5,2021-09-19,15:00,2.0,1.0,1.0,0.0,Home,2.55,3.25,3.05,2.55,True,False,False,False,True,False,False,False,3.0,5.0,-2.0,37%,63%,12.0,14.0,5.0,3.0,86.0,125.0,34.0,61.0,4.0,5.0,3.0,6.0,7.0,11.0,4.0,9.0,3.0,2.0,16.0,27.0,2.0,3.0,8.0,10.0,2.0,1.0,https://www.flashscore.com/match/lhNA34V8/#/match-summary/match-summary,2021
premier-league,West Ham,Manchester Utd,"[""30' Goal_Home - Benrahma S.(Bowen J.)"", ""35' Goal_Away - Ronaldo C."", ""89' Goal_Away - Lingard J.(Matic N.)"", ""90+5' Penalty_Missed_Home -  Noble M.()""]",5,2021-09-19,15:00,1.0,2.0,1.0,1.0,Away,4.5,3.85,1.84,1.84,True,False,False,False,False,False,False,False,2.0,4.0,-2.0,40%,60%,13.0,17.0,4.0,10.0,70.0,134.0,41.0,75.0,5.0,4.0,4.0,3.0,7.0,7.0,2.0,11.0,2.0,0.0,15.0,13.0,8.0,3.0,5.0,8.0,,,https://www.flashscore.com/match/vuy4tYTC/#/match-summary/match-summary,2021
premier-league,Aston Villa,Everton,"[""66' Goal_Home - Cash M.(Luiz D.)"", ""69' Own_Home - Digne L.()"", ""72' Yellow_Away - Godfrey B.(Faul)"", ""75' Goal_Home - Bailey L.(Ings D.)"", ""76' Yellow_Home - Bailey L.(Niesportowe zachowanie)""]",5,2021-09-18,18:30,3.0,0.0,0.0,0.0,Home,2.2,3.43,3.6,2.2,True,False,False,False,False,False,False,False,4.0,3.0,1.0,56%,44%,15.0,11.0,3.0,1.0,119.0,72.0,48.0,39.0,6.0,5.0,6.0,5.0,12.0,7.0,5.0,4.0,0.0,2.0,15.0,22.0,1.0,1.0,7.0,10.0,1.0,1.0,https://www.flashscore.com/match/A1O64pG2/#/match-summary/match-summary,2021
premier-league,Burnley,Arsenal,"[""19' Yellow_Home - Barnes A.(Uderzenie łokciem)"", ""29' Yellow_Home - Westwood A.(Podcięcie)"", ""30' Goal_Away - Odegaard M."", ""90+2' Yellow_Away - Tavares N.(Faul)""]",5,2021-09-18,16:00,0.0,1.0,0.0,1.0,Away,3.9,3.58,2.04,2.04,False,False,False,False,False,False,False,False,3.0,2.0,1.0,45%,55%,18.0,13.0,3.0,3.0,127.0,98.0,74.0,41.0,10.0,4.0,5.0,6.0,11.0,13.0,8.0,3.0,4.0,2.0,20.0,14.0,2.0,3.0,9.0,8.0,2.0,1.0,https://www.flashscore.com/match/6THF2OpF/#/match-summary/match-summary,2021
premier-league,Liverpool,Crystal Palace,"[""40' Yellow_Home - Henderson J.(Przytrzymywanie)"", ""43' Goal_Home - Mane S."", ""75' Yellow_Home - Tsimikas K.(Podcięcie)"", ""78' Goal_Home - Salah M.(van Dijk V.)"", ""79' Yellow_Home - Salah M.(Niesportowe zachowanie)"", ""83' Yellow_Away - Ward J.(Nadmierna ostrość)"", ""89' Goal_Home - Keita N.""]",5,2021-09-18,16:00,3.0,0.0,1.0,0.0,Home,1.26,6.85,11.5,1.26,True,False,False,False,False,False,False,False,3.0,3.0,0.0,60%,40%,25.0,13.0,10.0,2.0,114.0,74.0,75.0,51.0,5.0,5.0,10.0,6.0,14.0,15.0,10.0,5.0,1.0,3.0,18.0,19.0,2.0,7.0,17.0,11.0,3.0,1.0,https://www.flashscore.com/match/rguqodFs/#/match-summary/match-summary,2021
premier-league,Manchester City,Southampton,"[""52' Yellow_Away - Walker-Peters K.(Faul)"", ""84' Yellow_Away - Livramento V.(Podcięcie)"", ""90+4' Var_Home""]",5,2021-09-18,16:00,0.0,0.0,0.0,0.0,Draw,1.17,8.75,17.5,8.75,False,False,False,False,False,False,False,False,5.0,3.0,2.0,64%,36%,16.0,10.0,1.0,2.0,110.0,89.0,66.0,34.0,8.0,2.0,7.0,6.0,10.0,8.0,8.0,5.0,4.0,0.0,21.0,17.0,2.0,1.0,5.0,12.0,0.0,2.0,https://www.flashscore.com/match/xGvmpGUm/#/match-summary/match-summary,2021
premier-league,Norwich,Watford,"[""17' Goal_Away - Dennis E.(Kiko)"", ""35' Goal_Home - Pukki T.(Normann M.)"", ""37' Yellow_Away - Cathcart C.(Podcięcie)"", ""63' Goal_Away - Sarr I.(King J.)"", ""80' Goal_Away - Sarr I."", ""90+5' Yellow_Home - Williams B.(Podcięcie)""]",5,2021-09-18,16:00,1.0,3.0,1.0,1.0,Away,2.3,3.35,3.4,3.4,True,True,False,False,False,False,False,False,4.0,1.0,3.0,49%,51%,12.0,12.0,5.0,8.0,100.0,92.0,48.0,47.0,3.0,3.0,4.0,1.0,14.0,11.0,4.0,8.0,1.0,0.0,25.0,25.0,5.0,4.0,10.0,14.0,1.0,1.0,https://www.flashscore.com/match/WEXerfa0/#/match-summary/match-summary,2021
premier-league,Wolves,Brentford,"[""27' Yellow_Home - Jose Sa(Niesportowe zachowanie)"", ""28' Goal_Away - Toney I.(Penalty )"", ""30' Var_Away"", ""34' Goal_Away - Mbeumo B.(Toney I.)"", ""38' Yellow_Home - Saiss R.(Podcięcie)"", ""46' Yellow_Away - Henry R.(Przytrzymywanie)"", ""58' Yellow_Home - Neves R.(Podcięcie)"", ""59' Yellow_Away - Baptiste S.(Podcięcie)"", ""64' Red_Card_Away - Żółta kartka / Baptiste S.(Przytrzymywanie)"", ""74' Yellow_Away - Jansson P.(Niesportowe zachowanie)"", ""80' Yellow_Away - Niesportowe zachowanieFrank T.(Poza boiskiem, Niesportowe zachowanie)"", ""90+6' Yellow_Home - Coady C.(Podcięcie)""]",5,2021-09-18,13:30,0.0,2.0,0.0,2.0,Away,1.86,3.38,5.2,5.2,False,False,False,False,False,False,False,False,3.0,2.0,1.0,62%,38%,11.0,9.0,0.0,3.0,116.0,93.0,69.0,25.0,8.0,5.0,3.0,1.0,9.0,12.0,4.0,2.0,2.0,2.0,25.0,16.0,1.0,0.0,10.0,7.0,4.0,4.0,https://www.flashscore.com/match/IVZ7uhqJ/#/match-summary/match-summary,2021
premier-league,Newcastle,Leeds,"[""08' Yellow_Home - Ritchie M.(Nadmierna ostrość)"", ""13' Goal_Away - Raphinha(Bamford P.)"", ""39' Yellow_Home - Almiron M.(Niesportowe zachowanie)"", ""44' Goal_Home - Saint-Maximin A.(Joelinton)"", ""57' Yellow_Away - Rodrigo(Przytrzymywanie)"", ""80' Yellow_Away - Firpo J.(Podcięcie)""]",5,2021-09-17,21:00,1.0,1.0,1.0,1.0,Draw,3.1,3.7,2.3,3.7,False,False,False,True,False,False,False,False,4.0,4.0,0.0,35%,65%,17.0,22.0,7.0,9.0,72.0,112.0,40.0,57.0,8.0,9.0,2.0,4.0,13.0,10.0,4.0,5.0,1.0,1.0,10.0,26.0,8.0,6.0,9.0,11.0,2.0,2.0,https://www.flashscore.com/match/ljriqzpf/#/match-summary/match-summary,2021
premier-league,Everton,Burnley,"[""47' Yellow_Away - Brownhill J.(Przytrzymywanie)"", ""53' Goal_Away - Mee B.(Gudmundsson J.)"", ""53' Yellow_Home - Townsend A.(Podcięcie)"", ""60' Goal_Home - Keane M.(Townsend A.)"", ""65' Goal_Home - Townsend A.(Doucoure A.)"", ""66' Goal_Home - Gray D.(Doucoure A.)""]",4,2021-09-13,21:00,3.0,1.0,0.0,0.0,Home,1.79,3.7,5.1,1.79,True,True,False,False,False,False,False,False,3.0,4.0,-1.0,52%,48%,14.0,11.0,6.0,6.0,99.0,137.0,53.0,41.0,4.0,3.0,4.0,2.0,8.0,5.0,4.0,6.0,2.0,2.0,27.0,28.0,5.0,3.0,3.0,6.0,1.0,1.0,https://www.flashscore.com/match/C6dtlPVL/#/match-summary/match-summary,2021
premier-league,Leeds,Liverpool,"[""12' Yellow_Home - Cooper L.(Przytrzymywanie)"", ""15' Yellow_Away - Fabinho(Podcięcie)"", ""20' Goal_Away - Salah M.(Alexander-Arnold T.)"", ""31' Yellow_Home - Llorente D.(Przytrzymywanie)"", ""50' Goal_Away - Fabinho"", ""60' Red_Card_Home - Struijk P.(Podcięcie)"", ""90+2' Goal_Away - Mane S.(Thiago)""]",4,2021-09-12,17:30,0.0,3.0,0.0,1.0,Away,4.55,4.25,1.75,1.75,True,False,False,False,False,True,False,True,1.0,3.0,-2.0,44%,56%,9.0,30.0,4.0,9.0,69.0,108.0,47.0,59.0,4.0,6.0,1.0,15.0,12.0,11.0,2.0,11.0,2.0,4.0,13.0,21.0,6.0,4.0,9.0,8.0,2.0,1.0,https://www.flashscore.com/match/jcepmqoS/#/match-summary/match-summary,2021
premier-league,Chelsea,Aston Villa,"[""08' Yellow_Away - Ramsey J.(Nadmierna ostrość)"", ""15' Goal_Home - Lukaku R.(Kovacic M.)"", ""28' Yellow_Away - Mings T.(Podcięcie)"", ""49' Goal_Home - Kovacic M."", ""61' Yellow_Home - Alonso M.(Przytrzymywanie)"", ""90' Yellow_Away - McGinn J.(Nadmierna ostrość)"", ""90' Yellow_Away - Targett M.(Niesportowe zachowanie)"", ""90+3' Goal_Home - Lukaku R.(Azpilicueta C.)""]",4,2021-09-11,18:30,3.0,0.0,1.0,0.0,Home,1.34,5.5,10.5,1.34,True,False,True,False,True,False,True,False,3.0,4.0,-1.0,57%,43%,12.0,18.0,4.0,6.0,80.0,117.0,32.0,68.0,6.0,3.0,2.0,9.0,12.0,14.0,4.0,11.0,2.0,1.0,17.0,16.0,6.0,1.0,11.0,11.0,1.0,4.0,https://www.flashscore.com/match/Gv3Xko19/#/match-summary/match-summary,2021
premier-league,Arsenal,Norwich,"[""42' Yellow_Away - Aarons M. J.(Faul)"", ""48' Yellow_Away - Hanley G.(Faul)"", ""66' Goal_Home - Aubameyang P.(Pepe N.)"", ""88' Yellow_Home - White B.(Faul)""]",4,2021-09-11,16:00,1.0,0.0,0.0,0.0,Home,1.48,4.7,7.3,1.48,False,False,False,False,False,False,False,False,2.0,6.0,-4.0,52%,48%,30.0,10.0,7.0,1.0,110.0,83.0,62.0,50.0,13.0,3.0,10.0,6.0,8.0,10.0,8.0,4.0,2.0,0.0,18.0,25.0,1.0,6.0,9.0,11.0,1.0,2.0,https://www.flashscore.com/match/rR4Pi7Wd/#/match-summary/match-summary,2021
premier-league,Brentford,Brighton,"[""06' Yellow_Home - Canos S.(Nadmierna ostrość)"", ""17' Yellow_Home - Mbeumo B.(Podcięcie)"", ""55' Yellow_Away - Veltman J.(Podcięcie)"", ""58' Yellow_Away - Duffy S.(Podcięcie)"", ""74' Yellow_Home - Ajer K.(Podcięcie)"", ""90' Goal_Away - Trossard L.(Mac Allister A.)""]",4,2021-09-11,16:00,0.0,1.0,0.0,0.0,Away,3.0,3.04,2.75,2.75,False,False,False,False,False,False,False,True,2.0,3.0,-1.0,41%,59%,7.0,4.0,1.0,2.0,67.0,104.0,39.0,50.0,6.0,1.0,0.0,1.0,13.0,8.0,1.0,5.0,0.0,2.0,22.0,30.0,1.0,1.0,9.0,12.0,3.0,2.0,https://www.flashscore.com/match/MH3TjRo3/#/match-summary/match-summary,2021
