User;Название;Жанр;Рейтинг
Оля;Властелин колец;фэнтези;8.6
Маша;Mad Max: Fury Road;боевик;8.6
Маша;Джон Уик;боевик;7.8
Маша;Довод;боевик;8.5
Маша;Марсианин;фантастика;8.6
Маша;Превосходство;фантастика;7.5
Маша;1+1;драма;8.8
Маша;Достучаться до небес;драма;7.7
Маша;Форрест Гамп;драма;8.5
Маша;Зелёная миля;драма;8.0
Маша;Во все тяжкие;криминал;8.6
Маша;Отступники;криминал;7.9
Маша;Место преступления;криминал;8.7
Маша;Город грехов;криминал;7.7
Маша;Мементо;триллер;7.4
Маша;Игра;триллер;8.0
Маша;Остров проклятых;триллер;8.1
Маша;Жертва;триллер;7.5
Маша;Маска;комедия;10.0
Маша;Всё везде и сразу;комедия;9.8
Маша;Супербратья;комедия;9.4
Маша;Большой Лебовски;комедия;8.4
Маша;Властелин колец;фэнтези;8.3
Маша;Ведьмак;фэнтези;10.0
Маша;Стражи Галактики;фэнтези;9.3
Маша;Хоббит;фэнтези;9.4
Маша;Хроники Нарнии;фэнтези;9.1
Тоня;Матрица;боевик;7.4
Тоня;Миссия невыполнима;боевик;7.1
Тоня;Тёмный рыцарь;боевик;8.0
Тоня;Солярис;фантастика;9.1
Тоня;Гравитация;фантастика;8.7
Тоня;Достучаться до небес;драма;7.9
Тоня;Список Шиндлера;драма;8.4
Тоня;Во все тяжкие;криминал;8.3
Тоня;Крёстный отец;криминал;9.1
Тоня;Goodfellas;криминал;8.1
Тоня;Pulp Fiction;криминал;9.6
Тоня;Молчание ягнят;триллер;8.1
Тоня;Семь;триллер;7.4
Тоня;Игра;триллер;7.6
Тоня;Мементо;триллер;7.1
Тоня;День сурка;комедия;9.3
Тоня;Всё везде и сразу;комедия;9.8
Тоня;Супербратья;комедия;10.0
Тоня;Маска;комедия;10.0
Тоня;Один дома;комедия;8.4
Тоня;Тор;фэнтези;9.8
Тоня;Ведьмак;фэнтези;10.0
Тоня;Стражи Галактики;фэнтези;9.6
Тоня;Хоббит;фэнтези;9.6
Тоня;Властелин колец;фэнтези;8.1
Сергей;Начало;боевик;7.8
Сергей;Терминатор 2;боевик;8.6
Сергей;Довод;боевик;8.8
Сергей;Пятый элемент;боевик;7.3
Сергей;Назад в будущее;фантастика;8.4
Сергей;Бегущий по лезвию 2049;фантастика;7.4
Сергей;Превосходство;фантастика;7.3
Сергей;Солярис;фантастика;8.4
Сергей;Список Шиндлера;драма;9.3
Сергей;Достучаться до небес;драма;7.8
Сергей;Форрест Гамп;драма;8.1
Сергей;Пианист;драма;8.0
Сергей;Крёстный отец;криминал;10.0
Сергей;Сопрано;криминал;9.2
Сергей;Отступники;криминал;8.9
Сергей;Однажды в Америке;криминал;9.8
Сергей;Место преступления;криминал;9.9
Сергей;Goodfellas;криминал;9.4
Сергей;Город грехов;криминал;8.6
Сергей;Мементо;триллер;8.0
Сергей;Молчание ягнят;триллер;8.6
Сергей;Престиж;триллер;8.7
Сергей;Исчезнувшая;триллер;7.9
Сергей;Игра;триллер;8.5
Сергей;Жертва;триллер;8.6
Сергей;Семь;триллер;8.2
Сергей;Однажды в Голливуде;комедия;7.4
Сергей;Тор;фэнтези;8.5
Дмитрий;Терминатор 2;боевик;8.3
Дмитрий;Миссия невыполнима;боевик;7.6
Дмитрий;Матрица;боевик;8.3
Дмитрий;Начало;боевик;7.6
Дмитрий;Марсианин;фантастика;8.6
Дмитрий;Район 9;фантастика;7.9
Дмитрий;Превосходство;фантастика;7.5
Дмитрий;Побег из Шоушенка;драма;8.6
Дмитрий;Достучаться до небес;драма;8.1
Дмитрий;Джокер;драма;9.4
Дмитрий;Пианист;драма;8.3
Дмитрий;Леон;криминал;9.3
Дмитрий;Во все тяжкие;криминал;9.1
Дмитрий;Отступники;криминал;9.5
Дмитрий;Город грехов;криминал;8.8
Дмитрий;Goodfellas;криминал;8.8
Дмитрий;Pulp Fiction;криминал;10.0
Дмитрий;Игра;триллер;9.2
Дмитрий;Исчезнувшая;триллер;8.1
Дмитрий;Престиж;триллер;8.8
Дмитрий;Жертва;триллер;8.5
Дмитрий;Мементо;триллер;8.2
Дмитрий;Бойцовский клуб;триллер;10.0
Дмитрий;Семь;триллер;8.3
Дмитрий;День сурка;комедия;8.3
Дмитрий;Всё везде и сразу;комедия;8.1
Дмитрий;Хроники Нарнии;фэнтези;8.2
Дмитрий;Властелин колец;фэнтези;7.2
Виктор;Mad Max: Fury Road;боевик;9.4
Виктор;Довод;боевик;9.2
Виктор;Тёмный рыцарь;боевик;9.2
Виктор;Скала;боевик;8.5
Виктор;Интерстеллар;фантастика;7.7
Виктор;Район 9;фантастика;8.8
Виктор;Марсианин;фантастика;9.4
Виктор;Бегущий по лезвию 2049;фантастика;8.0
Виктор;1+1;драма;8.7
Виктор;Пианист;драма;8.1
Виктор;Pulp Fiction;криминал;10.0
Виктор;Город грехов;криминал;8.9
Виктор;Goodfellas;криминал;9.4
Виктор;Отступники;криминал;8.8
Виктор;Крёстный отец;криминал;10.0
Виктор;Однажды в Америке;криминал;9.5
Виктор;Игра;триллер;8.8
Виктор;Бойцовский клуб;триллер;9.5
Виктор;Остров проклятых;триллер;8.3
Виктор;Жертва;триллер;9.0
Виктор;Семь;триллер;8.6
Виктор;Профессионал;триллер;9.5
Виктор;Молчание ягнят;триллер;8.6
Виктор;Напролом;комедия;7.1
Виктор;Большой Лебовски;комедия;7.4
Виктор;Ведьмак;фэнтези;9.1
Андрей;Джон Уик;боевик;9.0
Андрей;Скала;боевик;8.4
Андрей;Довод;боевик;9.0
Андрей;Mad Max: Fury Road;боевик;9.9
Андрей;Марсианин;фантастика;8.4
Андрей;Район 9;фантастика;8.7
Андрей;Пианист;драма;8.3
Андрей;Список Шиндлера;драма;9.2
Андрей;Достучаться до небес;драма;7.6
Андрей;Goodfellas;криминал;9.7
Андрей;Pulp Fiction;криминал;9.9
Андрей;Однажды в Америке;криминал;9.9
Андрей;Во все тяжкие;криминал;9.2
Андрей;Город грехов;криминал;8.7
Андрей;Сопрано;криминал;9.4
Андрей;Мементо;триллер;8.2
Андрей;Бойцовский клуб;триллер;9.6
Андрей;Исчезнувшая;триллер;8.4
Андрей;Игра;триллер;8.7
Андрей;Профессионал;триллер;9.5
Андрей;Престиж;триллер;9.0
Андрей;Всё везде и сразу;комедия;8.1
Андрей;Супербратья;комедия;8.3
Андрей;Стражи Галактики;фэнтези;8.2
Андрей;Властелин колец;фэнтези;6.9
Костя;Терминатор 2;боевик;8.5
Костя;Миссия невыполнима;боевик;7.7
Костя;Тёмный рыцарь;боевик;9.1
Костя;Довод;боевик;9.0
Костя;Гравитация;фантастика;8.7
Костя;Прибытие;фантастика;7.9
Костя;Назад в будущее;фантастика;8.1
Костя;Превосходство;фантастика;6.8
Костя;Джокер;драма;9.9
Костя;Жизнь прекрасна;драма;7.8
Костя;Список Шиндлера;драма;9.4
Костя;Крёстный отец;криминал;10.0
Костя;Сопрано;криминал;9.0
Костя;Город грехов;криминал;8.6
Костя;Pulp Fiction;криминал;10.0
Костя;Место преступления;криминал;10.0
Костя;Отступники;криминал;9.5
Костя;Профессионал;триллер;9.3
Костя;Молчание ягнят;триллер;8.1
Костя;Мементо;триллер;8.1
Костя;Престиж;триллер;8.4
Костя;Жертва;триллер;8.6
Костя;Исчезнувшая;триллер;8.1
Костя;Однажды в Голливуде;комедия;7.1
Костя;Маска;комедия;8.7
Костя;Гарри Поттер;фэнтези;8.0
Костя;Тор;фэнтези;8.5
Костя;Хоббит;фэнтези;8.4
Гриша;Mad Max: Fury Road;боевик;9.4
Гриша;Довод;боевик;8.9
Гриша;Тёмный рыцарь;боевик;9.1
Гриша;Джон Уик;боевик;9.3
Гриша;Прибытие;фантастика;7.3
Гриша;Район 9;фантастика;8.0
Гриша;Солярис;фантастика;9.2
Гриша;Пианист;драма;8.0
Гриша;Список Шиндлера;драма;8.9
Гриша;Место преступления;криминал;10.0
Гриша;Отступники;криминал;9.0
Гриша;Крёстный отец;криминал;9.3
Гриша;Pulp Fiction;криминал;9.9
Гриша;Goodfellas;криминал;9.2
Гриша;Леон;криминал;9.4
Гриша;Во все тяжкие;криминал;9.5
Гриша;Семь;триллер;8.2
Гриша;Престиж;триллер;8.6
Гриша;Бойцовский клуб;триллер;9.8
Гриша;Игра;триллер;8.8
Гриша;Молчание ягнят;триллер;8.5
Гриша;Жертва;триллер;8.7
Гриша;Исчезнувшая;триллер;8.2
Гриша;Маска;комедия;8.5
Гриша;Один дома;комедия;7.5
Гриша;Всё везде и сразу;комедия;8.0
Гриша;Хоббит;фэнтези;8.3
Артём;Джон Уик;боевик;9.2
Артём;Матрица;боевик;8.4
Артём;Интерстеллар;фантастика;7.8
Артём;Марсианин;фантастика;8.7
Артём;Звёздные войны;фантастика;7.6
Артём;Назад в будущее;фантастика;8.5
Артём;Джокер;драма;9.6
Артём;Форрест Гамп;драма;7.9
Артём;Список Шиндлера;драма;8.8
Артём;Пианист;драма;8.5
Артём;Goodfellas;криминал;9.0
Артём;Крёстный отец;криминал;9.6
Артём;Отступники;криминал;9.3
Артём;Однажды в Америке;криминал;10.0
Артём;Леон;криминал;9.5
Артём;Город грехов;криминал;8.4
Артём;Бойцовский клуб;триллер;10.0
Артём;Молчание ягнят;триллер;8.2
Артём;Исчезнувшая;триллер;8.3
Артём;Жертва;триллер;8.8
Артём;Семь;триллер;8.0
Артём;Престиж;триллер;8.7
Артём;Мементо;триллер;8.1
Артём;Большой Лебовски;комедия;7.2
Артём;Маска;комедия;9.2
Артём;Напролом;комедия;7.2
Артём;Гарри Поттер;фэнтези;7.7
Артём;Хоббит;фэнтези;8.5
Никита;Терминатор 2;боевик;8.1
Никита;Тёмный рыцарь;боевик;8.4
Никита;Довод;боевик;8.9
Никита;Пятый элемент;боевик;8.3
Никита;Интерстеллар;фантастика;8.0
Никита;Превосходство;фантастика;6.9
Никита;Район 9;фантастика;8.4
Никита;Бегущий по лезвию 2049;фантастика;7.7
Никита;Жизнь прекрасна;драма;7.5
Никита;Список Шиндлера;драма;8.8
Никита;Достучаться до небес;драма;7.7
Никита;Леон;криминал;9.2
Никита;Сопрано;криминал;9.9
Никита;Отступники;криминал;9.1
Никита;Город грехов;криминал;8.7
Никита;Место преступления;криминал;10.0
Никита;Крёстный отец;криминал;9.9
Никита;Во все тяжкие;криминал;9.6
Никита;Жертва;триллер;8.8
Никита;Профессионал;триллер;9.4
Никита;Остров проклятых;триллер;8.5
Никита;Престиж;триллер;8.7
Никита;Исчезнувшая;триллер;8.4
Никита;Игра;триллер;8.6
Никита;Молчание ягнят;триллер;8.2
Никита;Напролом;комедия;7.4
Никита;Один дома;комедия;7.9
Никита;Гарри Поттер;фэнтези;7.9
Никита;Тор;фэнтези;8.8
Никита;Стражи Галактики;фэнтези;8.6
Борис;Скала;боевик;8.5
Борис;Терминатор 2;боевик;7.9
Борис;Mad Max: Fury Road;боевик;9.7
Борис;Пятый элемент;боевик;7.1
Борис;Бегущий по лезвию 2049;фантастика;7.9
Борис;Гравитация;фантастика;8.4
Борис;Жизнь прекрасна;драма;8.0
Борис;1+1;драма;8.7
Борис;Список Шиндлера;драма;8.5
Борис;Однажды в Америке;криминал;9.9
Борис;Отступники;криминал;9.4
Борис;Город грехов;криминал;9.0
Борис;Goodfellas;криминал;9.2
Борис;Леон;криминал;9.9
Борис;Pulp Fiction;криминал;10.0
Борис;Крёстный отец;криминал;10.0
Борис;Семь;триллер;7.9
Борис;Жертва;триллер;8.6
Борис;Мементо;триллер;8.1
Борис;Бойцовский клуб;триллер;9.4
Борис;Остров проклятых;триллер;8.3
Борис;Молчание ягнят;триллер;8.3
Борис;Один дома;комедия;7.9
Борис;Стражи Галактики;фэнтези;8.0
Борис;Доктор Стрэндж;фэнтези;8.3
Борис;Властелин колец;фэнтези;7.4
Олег;Джон Уик;боевик;8.6
Олег;Mad Max: Fury Road;боевик;9.3
Олег;Тёмный рыцарь;боевик;9.0
Олег;Превосходство;фантастика;7.2
Олег;Марсианин;фантастика;8.3
Олег;Гравитация;фантастика;9.0
Олег;1+1;драма;8.6
Олег;Амели;драма;9.2
Олег;Goodfellas;криминал;9.4
Олег;Во все тяжкие;криминал;10.0
Олег;Pulp Fiction;криминал;10.0
Олег;Однажды в Америке;криминал;9.4
Олег;Крёстный отец;криминал;9.6
Олег;Сопрано;криминал;9.3
Олег;Семь;триллер;8.2
Олег;Исчезнувшая;триллер;8.2
Олег;Престиж;триллер;8.6
Олег;Мементо;триллер;8.2
Олег;Игра;триллер;8.4
Олег;Профессионал;триллер;9.0
Олег;Бойцовский клуб;триллер;9.7
Олег;Всё везде и сразу;комедия;8.3
Олег;Один дома;комедия;7.7
Олег;Большой Лебовски;комедия;7.3
Олег;Хроники Нарнии;фэнтези;8.0
Олег;Ведьмак;фэнтези;8.7
