User;Название;Жанр;Рейтинг
Виктор;Матрица;боевик;9.2
Виктор;Назад в будущее;фантастика;7.9
Лена;Список Шиндлера;драма;8.1
Лена;Леон;криминал;9.1
Лена;Побег из Шоушенка;драма;8.7
Лена;Назад в будущее;фантастика;7.8
Лена;Pulp Fiction;криминал;8.8
Иван;Семь;триллер;7.4
Иван;Однажды в Голливуде;комедия;8.5
Иван;Форрест Гамп;драма;8.8
Иван;Тёмный рыцарь;боевик;8.0
Иван;Леон;криминал;8.6
Ольга;Однажды в Голливуде;комедия;8.5
Ольга;Goodfellas;криминал;8.9
Ольга;Один дома;комедия;8.3
Ольга;Список Шиндлера;драма;7.9
Ольга;Довод;боевик;9.4
Сергей;Назад в будущее;фантастика;8.1
Сергей;Pulp Fiction;криминал;8.8
Сергей;Большой Лебовски;комедия;7.3
Сергей;Список Шиндлера;драма;8.0
Сергей;Леон;криминал;9.0
Мария;Крёстный отец;криминал;7.9
Мария;Бойцовский клуб;триллер;8.4
Мария;Терминатор 2;боевик;8.3
Мария;Молчание ягнят;триллер;7.8
Мария;Pulp Fiction;криминал;8.9
Дмитрий;Бойцовский клуб;триллер;8.8
Дмитрий;Тёмный рыцарь;боевик;7.6
Дмитрий;Звёздные войны;фантастика;7.6
Дмитрий;Goodfellas;криминал;9.6
Дмитрий;Властелин колец;фэнтези;8.1
Анна;Побег из Шоушенка;драма;9.2
Анна;Молчание ягнят;триллер;7.9
Анна;Престиж;триллер;8.6
Анна;Список Шиндлера;драма;8.3
Анна;Бойцовский клуб;триллер;8.2
Павел;Goodfellas;криминал;9.0
Павел;Зелёная миля;драма;8.4
Павел;Однажды в Голливуде;комедия;8.2
Павел;Начало;боевик;8.8
Павел;Молчание ягнят;триллер;8.4
Катя;Матрица;боевик;8.8
Катя;Джокер;драма;8.2
Катя;Звёздные войны;фантастика;8.1
Катя;Goodfellas;криминал;9.3
Катя;Интерстеллар;фантастика;8.6
Алексей;Большой Лебовски;комедия;7.1
Алексей;Терминатор 2;боевик;8.6
Алексей;Довод;боевик;9.3
Алексей;Престиж;триллер;8.5
Алексей;Зелёная миля;драма;8.8
Наташа;Молчание ягнят;триллер;7.7
Наташа;Джокер;драма;8.2
Наташа;Леон;криминал;8.8
Наташа;Интерстеллар;фантастика;8.1
Наташа;Властелин колец;фэнтези;7.8
Виктор;Один дома;комедия;7.4
Виктор;Тёмный рыцарь;боевик;8.0
Виктор;Интерстеллар;фантастика;8.3
Виктор;Зелёная миля;драма;9.0
Виктор;Довод;боевик;9.3
Лена;Зелёная миля;драма;9.7
Лена;Леон;криминал;9.1
Лена;Большой Лебовски;комедия;7.8
Лена;Pulp Fiction;криминал;8.6
Лена;Семь;триллер;7.6
Иван;Властелин колец;фэнтези;7.8
Иван;Побег из Шоушенка;драма;8.6
Иван;Престиж;триллер;9.1
Иван;Матрица;боевик;9.1
Иван;Форрест Гамп;драма;9.3
Ольга;Бойцовский клуб;триллер;8.2
Ольга;Интерстеллар;фантастика;8.3
Ольга;Властелин колец;фэнтези;8.3
Ольга;Большой Лебовски;комедия;7.5
Ольга;Однажды в Голливуде;комедия;8.8
Сергей;Интерстеллар;фантастика;8.9
Сергей;Терминатор 2;боевик;9.0
Сергей;Побег из Шоушенка;драма;8.9
Сергей;Звёздные войны;фантастика;8.5
Сергей;Форрест Гамп;драма;9.3
Мария;Тёмный рыцарь;боевик;7.3
Мария;Один дома;комедия;7.8
Мария;Джокер;драма;8.1
Мария;Молчание ягнят;триллер;7.9
Мария;Престиж;триллер;8.7
Дмитрий;Терминатор 2;боевик;8.6
Дмитрий;Довод;боевик;8.9
Дмитрий;Один дома;комедия;7.8
Дмитрий;Однажды в Голливуде;комедия;8.3
Дмитрий;Престиж;триллер;8.9
Анна;Goodfellas;криминал;9.3
Анна;Однажды в Голливуде;комедия;8.5
Анна;Престиж;триллер;8.6
Анна;Зелёная миля;драма;9.2
Анна;Побег из Шоушенка;драма;8.8
Павел;Тёмный рыцарь;боевик;8.5
Павел;Назад в будущее;фантастика;8.2
Павел;Один дома;комедия;7.8
Павел;Семь;триллер;7.4
Павел;Однажды в Голливуде;комедия;7.8
Катя;Один дома;комедия;8.5
Катя;Назад в будущее;фантастика;7.6
Катя;Pulp Fiction;криминал;8.9
Катя;Леон;криминал;8.9
Катя;Бойцовский клуб;триллер;8.4
Алексей;Престиж;триллер;8.7
Алексей;Терминатор 2;боевик;8.8
Алексей;Звёздные войны;фантастика;8.3
Алексей;Бойцовский клуб;триллер;8.3
Алексей;Молчание ягнят;триллер;7.8
Наташа;Джокер;драма;8.1
Наташа;Терминатор 2;боевик;8.5
Наташа;Властелин колец;фэнтези;8.1
Наташа;Бойцовский клуб;триллер;8.7
Наташа;Однажды в Голливуде;комедия;8.3
Виктор;Зелёная миля;драма;8.7
Виктор;Интерстеллар;фантастика;8.4
Виктор;Назад в будущее;фантастика;8.2
Виктор;Один дома;комедия;7.6
Виктор;Список Шиндлера;драма;8.2
Лена;Джокер;драма;7.7
Лена;Форрест Гамп;драма;9.5
Лена;Властелин колец;фэнтези;8.5
Лена;Список Шиндлера;драма;8.2
Лена;Терминатор 2;боевик;8.9
Иван;Довод;боевик;9.5
Иван;Однажды в Голливуде;комедия;8.6
Иван;Матрица;боевик;9.7
Иван;Форрест Гамп;драма;8.9
Иван;Джокер;драма;7.6
Ольга;Престиж;триллер;8.9
Ольга;Интерстеллар;фантастика;8.7
Ольга;Джокер;драма;8.2
Ольга;Леон;криминал;9.1
Ольга;Довод;боевик;8.9
Сергей;Звёздные войны;фантастика;8.0
Сергей;Большой Лебовски;комедия;7.2
Сергей;Назад в будущее;фантастика;7.7
Сергей;Список Шиндлера;драма;7.7
Сергей;Форрест Гамп;драма;9.1
Мария;Назад в будущее;фантастика;7.7
Мария;Один дома;комедия;8.4
Мария;Бойцовский клуб;триллер;8.2
Мария;Матрица;боевик;8.6
Мария;Побег из Шоушенка;драма;9.0
Дмитрий;Однажды в Голливуде;комедия;8.1
Дмитрий;Терминатор 2;боевик;8.8
Дмитрий;Начало;боевик;8.5
Дмитрий;Интерстеллар;фантастика;8.4
Дмитрий;Крёстный отец;криминал;7.9
Анна;Крёстный отец;криминал;7.6
Анна;Терминатор 2;боевик;8.5
Анна;Назад в будущее;фантастика;8.2
Анна;Однажды в Голливуде;комедия;8.1
Анна;Начало;боевик;8.5
Павел;Goodfellas;криминал;8.8
Павел;Довод;боевик;9.5
Павел;Престиж;триллер;8.5
Павел;Список Шиндлера;драма;8.1
Павел;Побег из Шоушенка;драма;9.0
Катя;Леон;криминал;8.8
Катя;Назад в будущее;фантастика;7.4
Катя;Престиж;триллер;8.6
Катя;Зелёная миля;драма;8.9
Катя;Властелин колец;фэнтези;8.3
Алексей;Матрица;боевик;9.1
Алексей;Крёстный отец;криминал;7.4
Алексей;Интерстеллар;фантастика;9.1
Алексей;Престиж;триллер;8.9
Алексей;Список Шиндлера;драма;7.7
Наташа;Тёмный рыцарь;боевик;7.7
Наташа;Семь;триллер;7.6
Наташа;Престиж;триллер;8.6
Наташа;Леон;криминал;9.2
Наташа;Goodfellas;криминал;9.5
Виктор;Pulp Fiction;криминал;9.3
Виктор;Крёстный отец;криминал;7.8
Виктор;Начало;боевик;8.8
Виктор;Леон;криминал;9.3
Виктор;Назад в будущее;фантастика;7.8
Лена;Тёмный рыцарь;боевик;8.4
Лена;Один дома;комедия;7.9
Лена;Список Шиндлера;драма;8.3
Лена;Терминатор 2;боевик;8.6
Лена;Довод;боевик;9.5
Иван;Молчание ягнят;триллер;8.5
Иван;Большой Лебовски;комедия;7.5
Иван;Один дома;комедия;7.7
Иван;Довод;боевик;9.9
Иван;Звёздные войны;фантастика;8.4
Ольга;Семь;триллер;8.0
Ольга;Зелёная миля;драма;9.3
Ольга;Назад в будущее;фантастика;7.5
Ольга;Леон;криминал;9.3
Ольга;Молчание ягнят;триллер;8.2
Сергей;Назад в будущее;фантастика;8.2
Сергей;Леон;криминал;9.1
Сергей;Большой Лебовски;комедия;7.7
Сергей;Крёстный отец;криминал;7.8
Сергей;Джокер;драма;8.1
Мария;Список Шиндлера;драма;8.5
Мария;Довод;боевик;8.9
Мария;Форрест Гамп;драма;9.5
Мария;Goodfellas;криминал;9.4
Мария;Интерстеллар;фантастика;8.1
Дмитрий;Pulp Fiction;криминал;9.3
Дмитрий;Тёмный рыцарь;боевик;7.9
Дмитрий;Матрица;боевик;8.7
Дмитрий;Один дома;комедия;8.0
Дмитрий;Терминатор 2;боевик;8.6
Анна;Тёмный рыцарь;боевик;7.8
Анна;Матрица;боевик;8.2
Анна;Побег из Шоушенка;драма;9.4
Анна;Молчание ягнят;триллер;8.1
Анна;Зелёная миля;драма;9.7
Павел;Однажды в Голливуде;комедия;8.0
Павел;Большой Лебовски;комедия;7.6
Павел;Престиж;триллер;8.8
Павел;Назад в будущее;фантастика;8.5
Павел;Крёстный отец;криминал;7.5
Катя;Один дома;комедия;8.3
Катя;Назад в будущее;фантастика;7.8
Катя;Однажды в Голливуде;комедия;8.6
Катя;Зелёная миля;драма;8.9
Катя;Тёмный рыцарь;боевик;8.0
Алексей;Pulp Fiction;криминал;9.4
Алексей;Один дома;комедия;7.5
Алексей;Интерстеллар;фантастика;8.7
Алексей;Goodfellas;криминал;9.1
Алексей;Леон;криминал;9.6
Наташа;Pulp Fiction;криминал;8.4
Наташа;Форрест Гамп;драма;9.4
Наташа;Молчание ягнят;триллер;8.0
Наташа;Список Шиндлера;драма;8.7
Наташа;Терминатор 2;боевик;8.4
Виктор;Один дома;комедия;7.5
Виктор;Goodfellas;криминал;10.0
Виктор;Начало;боевик;8.7
Виктор;Интерстеллар;фантастика;8.0
Виктор;Тёмный рыцарь;боевик;8.4
Лена;Крёстный отец;криминал;7.4
Лена;Матрица;боевик;8.4
Лена;Назад в будущее;фантастика;7.8
Лена;Большой Лебовски;комедия;7.9
Лена;Джокер;драма;8.0
Иван;Леон;криминал;8.7
Иван;Назад в будущее;фантастика;8.1
Иван;Зелёная миля;драма;8.8
Иван;Список Шиндлера;драма;7.8
Иван;Однажды в Голливуде;комедия;8.7
Ольга;Назад в будущее;фантастика;7.3
Ольга;Однажды в Голливуде;комедия;7.9
Ольга;Семь;триллер;7.3
Ольга;Интерстеллар;фантастика;8.3
Ольга;Звёздные войны;фантастика;8.0
Сергей;Терминатор 2;боевик;9.0
Сергей;Престиж;триллер;8.9
Сергей;Зелёная миля;драма;8.4
Сергей;Тёмный рыцарь;боевик;8.9
Сергей;Большой Лебовски;комедия;7.4
Мария;Крёстный отец;криминал;7.9
Мария;Молчание ягнят;триллер;8.0
Мария;Джокер;драма;8.3
Мария;Властелин колец;фэнтези;8.0
Мария;Большой Лебовски;комедия;7.9
Дмитрий;Интерстеллар;фантастика;8.5
Дмитрий;Побег из Шоушенка;драма;9.3
Дмитрий;Тёмный рыцарь;боевик;8.0
Дмитрий;Один дома;комедия;7.9
Дмитрий;Pulp Fiction;криминал;9.2
Анна;Леон;криминал;9.4
Анна;Побег из Шоушенка;драма;9.0
Анна;Довод;боевик;9.5
Анна;Pulp Fiction;криминал;8.8
Анна;Интерстеллар;фантастика;7.9
Павел;Леон;криминал;9.0
Павел;Крёстный отец;криминал;7.3
Павел;Довод;боевик;9.8
Павел;Матрица;боевик;8.9
Павел;Престиж;триллер;8.6
Катя;Звёздные войны;фантастика;7.4
Катя;Goodfellas;криминал;8.8
Катя;Зелёная миля;драма;8.4
Катя;Интерстеллар;фантастика;7.9
Катя;Матрица;боевик;8.9
Алексей;Леон;криминал;9.5
Алексей;Молчание ягнят;триллер;8.0
Алексей;Goodfellas;криминал;9.1
Алексей;Престиж;триллер;8.5
Алексей;Тёмный рыцарь;боевик;8.3
Наташа;Престиж;триллер;8.2
Наташа;Бойцовский клуб;триллер;8.8
Наташа;Молчание ягнят;триллер;8.1
Наташа;Властелин колец;фэнтези;8.1
Наташа;Pulp Fiction;криминал;8.8
Виктор;Список Шиндлера;драма;8.0
Виктор;Матрица;боевик;8.5
Виктор;Властелин колец;фэнтези;7.8
Виктор;Молчание ягнят;триллер;7.7
Виктор;Однажды в Голливуде;комедия;7.7
Лена;Престиж;триллер;8.3
Лена;Назад в будущее;фантастика;8.0
Лена;Pulp Fiction;криминал;9.0
Лена;Семь;триллер;7.3
Лена;Довод;боевик;9.3
